customer_id,transaction_date,daily_spend,total_qty,avg_price,transactions,avg_discount,next_30d_spend,region,city,gender,age,store_type
C00001,2025-12-30,18.24626,2,9.135,2,0.1,4435.661715,South,Southport,M,41,Outlet
C00002,2025-09-10,186.52999999999997,4,55.855,2,0.0,5460.8767,South,Baytown,M,33,OnlineHub
C00002,2025-09-12,37.41,1,37.41,1,0.0,5779.248095,South,Baytown,M,33,OnlineHub
C00002,2025-09-14,408.68,2,204.34,1,0.0,6112.208095,South,Baytown,M,33,OnlineHub
C00002,2025-09-15,386.05,5,68.76333333333334,3,0.03333333333333333,6007.218095,South,Baytown,M,33,OnlineHub
C00002,2025-09-16,51.94,3,17.17,2,0.0,6138.138095,South,Baytown,M,33,OnlineHub
C00002,2025-09-17,232.64,3,77.54666666666667,3,0.0,6097.98564,South,Baytown,M,33,OnlineHub
C00002,2025-09-18,44.737545,2,22.369999999999997,2,0.025,6115.97564,South,Baytown,M,33,OnlineHub
C00002,2025-09-19,57.2,1,57.2,1,0.0,6176.66564,South,Baytown,M,33,OnlineHub
C00002,2025-09-20,107.46,1,107.46,1,0.0,5974.507445,South,Baytown,M,33,OnlineHub
C00002,2025-09-21,133.95150999999998,6,32.766666666666666,3,0.03333333333333333,6144.187445,South,Baytown,M,33,OnlineHub
C00002,2025-09-22,216.45,3,67.5,2,0.0,6177.087869999999,South,Baytown,M,33,OnlineHub
C00002,2025-09-24,74.240425,2,37.17,2,0.125,6190.53787,South,Baytown,M,33,OnlineHub
C00002,2025-09-25,80.35,3,26.78333333333333,3,0.0,6215.58787,South,Baytown,M,33,OnlineHub
C00002,2025-09-26,91.17,1,91.17,1,0.0,6194.707575,South,Baytown,M,33,OnlineHub
C00002,2025-09-27,219.55,4,67.01333333333334,3,0.0,6035.427575,South,Baytown,M,33,OnlineHub
C00002,2025-09-28,41.78,2,20.89,1,0.0,6021.467575000001,South,Baytown,M,33,OnlineHub
C00002,2025-09-29,109.63,2,54.815,2,0.0,6010.577575,South,Baytown,M,33,OnlineHub
C00002,2025-09-30,49.11,2,24.555,2,0.0,6188.217575,South,Baytown,M,33,OnlineHub
C00002,2025-10-01,217.47,2,108.735,2,0.0,6089.037575,South,Baytown,M,33,OnlineHub
C00002,2025-10-02,39.41,1,39.41,1,0.0,5942.307575,South,Baytown,M,33,OnlineHub
C00002,2025-10-03,37.63,1,37.63,1,0.0,5703.167455,South,Baytown,M,33,OnlineHub
C00002,2025-10-05,310.88988,5,66.02,3,0.06666666666666667,5406.972275,South,Baytown,M,33,OnlineHub
C00002,2025-10-06,69.31482,4,19.95,2,0.05,5169.070165,South,Baytown,M,33,OnlineHub
C00002,2025-10-07,17.6,1,17.6,1,0.0,5123.430165,South,Baytown,M,33,OnlineHub
C00002,2025-10-08,74.3,1,74.3,1,0.0,5298.97942,South,Baytown,M,33,OnlineHub
C00002,2025-10-09,194.05,4,37.025,2,0.0,5219.23942,South,Baytown,M,33,OnlineHub
C00002,2025-10-12,1067.43,4,477.905,2,0.0,5640.6978,South,Baytown,M,33,OnlineHub
C00002,2025-10-13,469.78999999999996,6,64.24666666666667,3,0.03333333333333333,5434.687800000001,South,Baytown,M,33,OnlineHub
C00002,2025-10-14,81.45,1,81.45,1,0.0,5147.404575,South,Baytown,M,33,OnlineHub
C00002,2025-10-15,39.190395,1,39.21,1,0.05,5175.754575,South,Baytown,M,33,OnlineHub
C00002,2025-10-18,214.88,3,83.72,2,0.0,5822.084575000001,South,Baytown,M,33,OnlineHub
C00002,2025-10-20,683.74,2,341.87,2,0.0,6200.072255,South,Baytown,M,33,OnlineHub
C00002,2025-10-22,786.66768,7,113.75,4,0.025,6187.592255,South,Baytown,M,33,OnlineHub
C00002,2025-10-24,373.57,2,186.785,2,0.0,6173.062255,South,Baytown,M,33,OnlineHub
C00002,2025-10-25,37.41,1,37.41,1,0.0,6213.062255,South,Baytown,M,33,OnlineHub
C00002,2025-10-26,272.64,8,37.206,5,0.0,6183.01527,South,Baytown,M,33,OnlineHub
C00002,2025-10-27,14.690560000000001,1,14.72,1,0.2,6189.3352700000005,South,Baytown,M,33,OnlineHub
C00002,2025-10-28,63.52,2,31.76,2,0.0,6413.64527,South,Baytown,M,33,OnlineHub
C00002,2025-10-29,331.77,5,53.0025,4,0.025,6300.58376,South,Baytown,M,33,OnlineHub
C00002,2025-10-31,20.89,1,20.89,1,0.0,6458.67734,South,Baytown,M,33,OnlineHub
C00002,2025-11-02,374.54358,6,73.77,4,0.05,6445.24989,South,Baytown,M,33,OnlineHub
C00002,2025-11-03,60.81297500000001,2,30.410000000000004,2,0.025,6415.30989,South,Baytown,M,33,OnlineHub
C00002,2025-11-04,50.41,3,16.80333333333333,3,0.0,6737.35989,South,Baytown,M,33,OnlineHub
C00002,2025-11-05,413.22,6,58.305,4,0.0,7450.8498899999995,South,Baytown,M,33,OnlineHub
C00002,2025-11-06,933.0400000000001,4,233.26000000000002,2,0.0,7822.71989,South,Baytown,M,33,OnlineHub
C00002,2025-11-07,413.65,1,413.65,1,0.0,7808.70989,South,Baytown,M,33,OnlineHub
C00002,2025-11-08,95.62,2,47.81,2,0.0,8173.24989,South,Baytown,M,33,OnlineHub
C00002,2025-11-10,413.65,1,413.65,1,0.0,8067.06117,South,Baytown,M,33,OnlineHub
C00002,2025-11-11,111.28128000000001,2,55.675,2,0.05,8084.85117,South,Baytown,M,33,OnlineHub
C00002,2025-11-12,57.2,1,57.2,1,0.0,9220.13479,South,Baytown,M,33,OnlineHub
C00002,2025-11-13,1172.91362,5,339.67333333333335,3,0.016666666666666666,8951.02491,South,Baytown,M,33,OnlineHub
C00002,2025-11-16,41.78,2,20.89,1,0.0,8924.34009,South,Baytown,M,33,OnlineHub
C00002,2025-11-17,42.63,1,42.63,1,0.0,9073.11009,South,Baytown,M,33,OnlineHub
C00002,2025-11-18,166.37,3,55.45666666666667,3,0.0,9002.67009,South,Baytown,M,33,OnlineHub
C00002,2025-11-19,3.86,1,3.86,1,0.0,9047.709335000001,South,Baytown,M,33,OnlineHub
C00002,2025-11-21,239.089245,5,55.4375,4,0.0625,8367.819335,South,Baytown,M,33,OnlineHub
C00002,2025-11-22,387.54,2,193.77,1,0.0,7972.292185,South,Baytown,M,33,OnlineHub
C00002,2025-11-23,74.26285,1,74.3,1,0.05,8017.822185,South,Baytown,M,33,OnlineHub
C00002,2025-11-25,126.97999999999999,3,42.629999999999995,2,0.0,8934.984785,South,Baytown,M,33,OnlineHub
C00002,2025-11-26,956.3529950000001,4,177.32000000000002,3,0.016666666666666666,8929.224785,South,Baytown,M,33,OnlineHub
C00002,2025-11-27,209.12,5,32.5,3,0.0,8342.734785,South,Baytown,M,33,OnlineHub
C00002,2025-11-28,97.25,1,97.25,1,0.0,7618.367105,South,Baytown,M,33,OnlineHub
C00002,2025-11-29,62.3,1,62.3,1,0.0,7336.555075,South,Baytown,M,33,OnlineHub
C00002,2025-11-30,91.75797,2,45.959999999999994,2,0.15,7414.9450750000005,South,Baytown,M,33,OnlineHub
C00002,2025-12-01,115.8,2,57.9,1,0.0,7167.4850750000005,South,Baytown,M,33,OnlineHub
C00002,2025-12-02,25.18,1,25.18,1,0.0,7166.844515000001,South,Baytown,M,33,OnlineHub
C00002,2025-12-05,14.05,1,14.05,1,0.0,7258.944515,South,Baytown,M,33,OnlineHub
C00002,2025-12-07,155.62,2,77.81,2,0.0,7233.634515000001,South,Baytown,M,33,OnlineHub
C00002,2025-12-08,306.46,1,306.46,1,0.0,7332.744515,South,Baytown,M,33,OnlineHub
C00002,2025-12-09,120.0,1,120.0,1,0.0,6997.760935,South,Baytown,M,33,OnlineHub
C00002,2025-12-11,39.56,4,9.89,1,0.0,7056.94796,South,Baytown,M,33,OnlineHub
C00002,2025-12-12,120.0,1,120.0,1,0.0,7127.32796,South,Baytown,M,33,OnlineHub
C00002,2025-12-14,120.79,1,120.79,1,0.0,6809.0779600000005,South,Baytown,M,33,OnlineHub
C00002,2025-12-15,94.97,2,47.485,2,0.0,5944.73197,South,Baytown,M,33,OnlineHub
C00002,2025-12-17,68.69400999999999,2,34.36,2,0.025,5557.88197,South,Baytown,M,33,OnlineHub
C00002,2025-12-18,26.8,4,6.7,1,0.0,5636.434715,South,Baytown,M,33,OnlineHub
C00002,2025-12-19,174.172745,4,43.5475,4,0.0125,5387.214715000001,South,Baytown,M,33,OnlineHub
C00002,2025-12-20,164.43,4,43.03333333333333,3,0.0,5346.223435000001,South,Baytown,M,33,OnlineHub
C00002,2025-12-21,70.28999999999999,2,35.144999999999996,2,0.0,5332.013635,South,Baytown,M,33,OnlineHub
C00002,2025-12-22,42.9902,3,17.37,2,0.15,4239.070015,South,Baytown,M,33,OnlineHub
C00002,2025-12-23,79.97,3,26.656666666666666,3,0.0,4313.440014999999,South,Baytown,M,33,OnlineHub
C00002,2025-12-24,116.15,1,116.15,1,0.0,4765.380015000001,South,Baytown,M,33,OnlineHub
C00002,2025-12-25,494.56999999999994,8,58.141999999999996,5,0.0,4674.400014999999,South,Baytown,M,33,OnlineHub
C00002,2025-12-26,75.39,1,75.39,1,0.0,4862.440015,South,Baytown,M,33,OnlineHub
C00002,2025-12-27,191.9,4,46.18,3,0.0,4885.61077,South,Baytown,M,33,OnlineHub
C00002,2025-12-28,262.26,3,83.56,2,0.0,4678.07077,South,Baytown,M,33,OnlineHub
C00002,2025-12-29,180.0,2,90.0,2,0.0,4619.20792,South,Baytown,M,33,OnlineHub
C00002,2025-12-30,15.4,1,15.4,1,0.0,4537.4479200000005,South,Baytown,M,33,OnlineHub
C00003,2025-09-07,2231.25,4,443.75,3,0.0,24472.10046,East,Easton,M,43,Street
C00003,2025-09-08,1436.51664,6,257.192,5,0.04,23887.820460000003,East,Easton,M,43,Street
C00003,2025-09-09,360.0,2,180.0,1,0.0,23321.06994,East,Easton,M,43,Street
C00003,2025-09-10,621.5094799999999,8,61.3525,4,0.05,23025.929939999998,East,Easton,M,43,Street
C00003,2025-09-11,1205.56,4,301.39,4,0.0,24403.316755,East,Easton,M,43,Street
C00003,2025-09-12,2648.146815,5,437.085,4,0.0375,22997.806755,East,Easton,M,43,Street
C00003,2025-09-13,250.0,1,250.0,1,0.0,23370.180285,East,Easton,M,43,Street
C00003,2025-09-14,379.0634,7,84.85499999999999,4,0.0625,24585.150285,East,Easton,M,43,Street
C00003,2025-09-15,1432.38,4,456.5233333333333,3,0.0,25337.170285,East,Easton,M,43,Street
C00003,2025-09-16,1018.79,6,163.33,3,0.0,26954.860285,East,Easton,M,43,Street
C00003,2025-09-18,1794.12,5,410.8025,4,0.025,24903.49253,East,Easton,M,43,Street
C00003,2025-09-19,57.382245000000005,2,28.725,2,0.075,26375.261285,East,Easton,M,43,Street
C00003,2025-09-20,1624.538755,4,494.35999999999996,3,0.15,26995.431285,East,Easton,M,43,Street
C00003,2025-09-21,705.43,5,172.57666666666668,3,0.0,26751.382924999998,East,Easton,M,43,Street
C00003,2025-09-23,97.61,1,97.61,1,0.0,26696.521545,East,Easton,M,43,Street
C00003,2025-09-24,288.9,3,96.3,1,0.0,27068.629445,East,Easton,M,43,Street
C00003,2025-09-25,900.0,1,900.0,1,0.0,27614.0976,East,Easton,M,43,Street
C00003,2025-09-26,969.8881550000001,3,272.825,2,0.075,27540.14077,East,Easton,M,43,Street
C00003,2025-09-27,2078.87,4,551.4833333333333,3,0.0,27564.54017,East,Easton,M,43,Street
C00003,2025-09-29,306.46,1,306.46,1,0.0,28384.38467,East,Easton,M,43,Street
C00003,2025-09-30,1644.4945,5,328.916,5,0.02,28850.618885,East,Easton,M,43,Street
C00003,2025-10-01,528.95,1,528.95,1,0.0,27897.379989999998,East,Easton,M,43,Street
C00003,2025-10-02,325.55665,3,108.60333333333334,3,0.09999999999999999,28588.93313,East,Easton,M,43,Street
C00003,2025-10-04,906.779815,2,453.395,2,0.075,29792.993875,East,Easton,M,43,Street
C00003,2025-10-05,1913.6407450000002,4,478.4125,4,0.0125,29634.923875,East,Easton,M,43,Street
C00003,2025-10-06,176.75,3,69.42,2,0.0,28888.522515,East,Easton,M,43,Street
C00003,2025-10-07,337.65864,3,95.1,2,0.025,27234.552515,East,Easton,M,43,Street
C00003,2025-10-08,143.33,1,143.33,1,0.0,27079.93584,East,Easton,M,43,Street
C00003,2025-10-09,289.6,1,289.6,1,0.0,28107.09584,East,Easton,M,43,Street
C00003,2025-10-10,1433.9199999999998,8,200.714,5,0.0,30486.315840000003,East,Easton,M,43,Street
C00003,2025-10-14,4610.47,9,424.09499999999997,6,0.0,29985.8577,East,Easton,M,43,Street
C00003,2025-10-16,936.0585,8,135.95,4,0.075,30013.397699999998,East,Easton,M,43,Street
C00003,2025-10-17,387.54,2,193.77,1,0.0,29858.510650000004,East,Easton,M,43,Street
C00003,2025-10-18,466.62243,4,140.88,3,0.03333333333333333,28659.803475,East,Easton,M,43,Street
C00003,2025-10-19,6.852825,1,6.87,1,0.25,26867.596660000003,East,Easton,M,43,Street
C00003,2025-10-23,855.94,3,285.31333333333333,3,0.0,26631.12666,East,Easton,M,43,Street
C00003,2025-10-24,13.53,1,13.53,1,0.0,26612.169640000004,East,Easton,M,43,Street
C00003,2025-10-26,360.10638,3,104.3,2,0.05,25765.66964,East,Easton,M,43,Street
C00003,2025-10-27,585.88,2,292.94,2,0.0,25751.27403,East,Easton,M,43,Street
C00003,2025-10-28,1004.3943900000002,5,148.1475,4,0.075,24822.16403,East,Easton,M,43,Street
C00003,2025-10-29,865.01,1,865.01,1,0.0,24848.221785,East,Easton,M,43,Street
C00003,2025-10-30,83.44,2,41.72,1,0.0,23489.723029999997,East,Easton,M,43,Street
C00003,2025-10-31,266.03999999999996,3,110.41,2,0.0,22976.893030000003,East,Easton,M,43,Street
C00003,2025-11-01,192.6,2,96.3,1,0.0,23492.20303,East,Easton,M,43,Street
C00003,2025-11-02,612.92,2,306.46,1,0.0,23387.001135,East,Easton,M,43,Street
C00003,2025-11-03,183.698105,1,183.79,1,0.05,22943.361135,East,Easton,M,43,Street
C00003,2025-11-04,456.36,2,228.18,1,0.0,22686.06298,East,Easton,M,43,Street
C00003,2025-11-05,712.59,2,356.295,2,0.0,21700.39298,East,Easton,M,43,Street
C00003,2025-11-06,1093.1999999999998,4,273.29999999999995,4,0.0,21424.78298,East,Easton,M,43,Street
C00003,2025-11-07,30.85,5,6.17,1,0.0,20142.62848,East,Easton,M,43,Street
C00003,2025-11-08,362.34,2,181.17,2,0.0,21148.56848,East,Easton,M,43,Street
C00003,2025-11-09,1534.89,5,345.77,4,0.0,21527.297105,East,Easton,M,43,Street
C00003,2025-11-11,704.285275,6,119.7475,4,0.075,20850.38191,East,Easton,M,43,Street
C00003,2025-11-12,229.86462,2,114.97,2,0.025,19263.511165,East,Easton,M,43,Street
C00003,2025-11-13,326.77,3,120.635,2,0.0,19177.931164999998,East,Easton,M,43,Street
C00003,2025-11-15,91.17,1,91.17,1,0.0,19980.202525,East,Easton,M,43,Street
C00003,2025-11-16,1139.9299999999998,6,234.35,3,0.0,20999.452525,East,Easton,M,43,Street
C00003,2025-11-17,1162.58,2,581.29,2,0.0,20786.382525,East,Easton,M,43,Street
C00003,2025-11-20,76.53,3,33.33,2,0.0,19594.302525,East,Easton,M,43,Street
C00003,2025-11-21,241.84,3,71.765,2,0.0,15018.342525,East,Easton,M,43,Street
C00003,2025-11-22,34.51,1,34.51,1,0.0,14771.312575,East,Easton,M,43,Street
C00003,2025-11-23,689.02855,8,149.02,4,0.0125,15009.972575,East,Easton,M,43,Street
C00003,2025-11-24,626.2,2,313.1,2,0.0,15164.200145,East,Easton,M,43,Street
C00003,2025-11-25,620.8499999999999,2,310.42499999999995,2,0.0,16127.866460000001,East,Easton,M,43,Street
C00003,2025-11-26,970.5191400000001,6,181.69,5,0.05,15352.71646,East,Easton,M,43,Street
C00003,2025-11-27,80.79,1,80.79,1,0.0,15587.55646,East,Easton,M,43,Street
C00003,2025-11-28,248.37,1,248.37,1,0.0,15841.16008,East,Easton,M,43,Street
C00003,2025-11-29,613.71,4,153.4275,4,0.0,16075.86008,East,Easton,M,43,Street
C00003,2025-11-30,820.58,1,820.58,1,0.0,15367.266585,East,Easton,M,43,Street
C00003,2025-12-01,295.80089499999997,3,98.61666666666666,3,0.016666666666666666,14752.256585,East,Easton,M,43,Street
C00003,2025-12-02,250.0,1,250.0,1,0.0,15520.906585,East,Easton,M,43,Street
C00003,2025-12-05,852.0899999999999,2,426.04499999999996,2,0.0,16322.766585,East,Easton,M,43,Street
C00003,2025-12-06,1067.9,6,192.318,5,0.0,17175.910265,East,Easton,M,43,Street
C00003,2025-12-07,1045.74368,5,158.35250000000002,4,0.025,17671.460265,East,Easton,M,43,Street
C00003,2025-12-08,1108.47,3,401.005,2,0.0,19287.762160000002,East,Easton,M,43,Street
C00003,2025-12-10,1800.0,2,900.0,1,0.0,19240.08216,East,Easton,M,43,Street
C00003,2025-12-11,408.68,2,204.34,1,0.0,18664.93216,East,Easton,M,43,Street
C00003,2025-12-13,137.44,1,137.44,1,0.0,17657.89216,East,Easton,M,43,Street
C00003,2025-12-14,86.16,1,86.16,1,0.0,19508.81216,East,Easton,M,43,Street
C00003,2025-12-15,1881.77,7,239.96,4,0.0,20532.852160000002,East,Easton,M,43,Street
C00003,2025-12-16,1386.38,3,462.1266666666667,3,0.0,19923.89216,East,Easton,M,43,Street
C00003,2025-12-17,925.93,2,462.965,2,0.0,19236.346885,East,Easton,M,43,Street
C00003,2025-12-19,16.74,1,16.74,1,0.0,19384.092005,East,Easton,M,43,Street
C00003,2025-12-20,377.60974000000004,5,63.64,2,0.05,19795.732004999998,East,Easton,M,43,Street
C00003,2025-12-21,738.41,3,220.42000000000002,2,0.0,21593.862005000003,East,Easton,M,43,Street
C00003,2025-12-22,1889.3000000000002,7,260.202,5,0.0,20789.812005,East,Easton,M,43,Street
C00003,2025-12-23,335.88,1,335.88,1,0.0,19840.742005,East,Easton,M,43,Street
C00003,2025-12-24,213.51,2,106.755,2,0.0,20886.582005,East,Easton,M,43,Street
C00003,2025-12-25,1122.37,3,416.385,2,0.0,21153.012005,East,Easton,M,43,Street
C00003,2025-12-26,508.27,3,169.42333333333332,3,0.0,21696.254005000003,East,Easton,M,43,Street
C00003,2025-12-27,577.7520000000001,2,289.6,1,0.25,21267.495455,East,Easton,M,43,Street
C00003,2025-12-28,260.27,3,103.02,2,0.0,22951.825855000003,East,Easton,M,43,Street
C00003,2025-12-29,2310.5303999999996,8,287.5828571428571,7,0.014285714285714287,23800.625855,East,Easton,M,43,Street
C00003,2025-12-30,1469.65,8,186.776,5,0.0,23086.296715,East,Easton,M,43,Street
C00004,2025-09-09,755.4138399999999,5,158.975,4,0.025,10857.18394,South,Southport,F,53,Mall
C00004,2025-09-10,810.068035,9,105.24428571428572,7,0.07857142857142858,9043.84394,South,Southport,F,53,Mall
C00004,2025-09-12,37.47,1,37.47,1,0.0,9148.960025,South,Southport,F,53,Mall
C00004,2025-09-13,587.54866,8,80.62,6,0.008333333333333333,9420.409235000001,South,Southport,F,53,Mall
C00004,2025-09-14,376.43921,3,125.52,3,0.03333333333333333,9379.58963,South,Southport,F,53,Mall
C00004,2025-09-15,158.72,3,77.36999999999999,2,0.0,9321.979630000002,South,Southport,F,53,Mall
C00004,2025-09-16,291.27,4,75.695,2,0.0,9395.719630000001,South,Southport,F,53,Mall
C00004,2025-09-17,337.76,3,112.58666666666666,3,0.0,8657.110429999999,South,Southport,F,53,Mall
C00004,2025-09-18,289.0208,1,289.6,1,0.2,8615.41043,South,Southport,F,53,Mall
C00004,2025-09-19,204.34,1,204.34,1,0.0,8634.82043,South,Southport,F,53,Mall
C00004,2025-09-20,91.64,2,45.82,1,0.0,8308.96043,South,Southport,F,53,Mall
C00004,2025-09-21,67.54,2,33.77,1,0.0,8517.50352,South,Southport,F,53,Mall
C00004,2025-09-22,498.88747,5,93.58,3,0.03333333333333333,8662.04492,South,Southport,F,53,Mall
C00004,2025-09-23,224.2014,3,91.345,2,0.125,8899.51492,South,Southport,F,53,Mall
C00004,2025-09-24,287.63,2,143.815,2,0.0,8717.745685,South,Southport,F,53,Mall
C00004,2025-09-25,443.03,5,83.99666666666667,3,0.0,8769.041825,South,Southport,F,53,Mall
C00004,2025-09-26,149.50614000000002,3,49.84,3,0.06666666666666667,9447.611825,South,Southport,F,53,Mall
C00004,2025-09-27,861.06,4,180.53,2,0.0,9200.977245,South,Southport,F,53,Mall
C00004,2025-09-28,174.01,2,87.005,2,0.0,9526.00271,South,Southport,F,53,Mall
C00004,2025-09-29,608.341265,7,91.39333333333333,6,0.008333333333333333,9674.877105000001,South,Southport,F,53,Mall
C00004,2025-09-30,277.6,3,92.57333333333334,3,0.03333333333333333,9591.977105,South,Southport,F,53,Mall
C00004,2025-10-01,85.26,2,42.63,1,0.0,9711.487105,South,Southport,F,53,Mall
C00004,2025-10-03,233.09,2,116.545,2,0.0,9505.527105,South,Southport,F,53,Mall
C00004,2025-10-05,43.54,1,43.54,1,0.0,10069.97091,South,Southport,F,53,Mall
C00004,2025-10-06,707.335,7,123.16399999999999,5,0.01,9353.063010000002,South,Southport,F,53,Mall
C00004,2025-10-07,113.58,2,56.79,1,0.0,9351.873010000001,South,Southport,F,53,Mall
C00004,2025-10-09,121.23,1,121.23,1,0.0,9279.15301,South,Southport,F,53,Mall
C00004,2025-10-10,154.74,2,77.37,1,0.0,9299.20275,South,Southport,F,53,Mall
C00004,2025-10-11,96.98,2,48.49,1,0.0,9244.0044,South,Southport,F,53,Mall
